"","node"
"152","peliicula"
"153","preestamo"
"154","quedar"
"155","rentar"
"156","ropa"
"157","tiempo"
"158","trabajo"
"159","tren"
"160","aire"
"161","alfombra"
"162","aspirar"
"163","basura"
"164","bonito"
"165","carpeta"
"166","carpeto"
"167","cavio"
"168","dyson"
"169","enojado"
"170","esperar"
"171","fuerte"
"172","limpiar"
"173","limpio"
"174","maaquina"
"175","magniifico"
"176","meedico"
"177","no"
"178","ordenado"
"179","organizar"
"180","pasar"
"181","piso"
"182","quehacer"
"183","quitar"
"184","respirar"
"185","ruidoso"
"186","sacar"
"187","sala"
"188","salud"
"189","sentir"
"190","succioon"
"191","sucio"
"192","suelo"
"193","tecnologiia"
"194","ala"
"195","alto"
"196","asustado"
"197","blanco"
"198","boleta"
"199","boleto"
"200","bote"
"201","cielo"
"202","elevado"
"203","espera"
"204","friio"
"205","grande"
"206","ir"
"207","lugar"
"208","mucho"
"209","muleta"
"210","papel"
"211","pasajero"
"212","pasaporte"
"213","persona"
"214","piloto"
"215","plaatano"
"216","plano"
"217","primera clase"
"218","puerta"
"219","raapido"
"220","transportacioon"
"221","ventana"
"222","ver"
"223","verano"
"224","visitar"
"225","volar"
"226","vuelo"
"227","abarro"
"228","abuela"
"229","accesible"
"230","anillo"
"231","barato"
"232","caro"
"233","claro"
"234","compra"
"235","comprar"
"236","cosa"
"237","descuento"
"238","econoomico"
"239","faacil"
"240","falso"
"241","feo"
"242","ganga"
"243","gratuito"
"244","insulto"
"245","inteligente"
"246","mal"
"247","menos"
"248","pobre"
"249","pobreza"
"250","precio"
"251","rebaja"
"252","recuerdo"
"253","restaurant"
"254","tienda"
"255","vendedor"
"256","venta"
"257","viejo"
"258","asear"
"259","aspiradora"
"260","bandera"
"261","buscar"
"262","cocinar"
"263","comer"
"264","correr"
"265","deshacer"
"266","desordenado"
"267","escoba"
"268","escobar"
"269","fregar"
"270","fresco"
"271","madera"
"272","madre"
"273","plato"
"274","polvo"
"275","primavera"
"276","seco"
"277","tarea"
"278","tierra"
"279","trabajar"
"280","aarbol"
"281","bolsa"
"282","bruto"
"283","chatarra"
"284","contaminacioon"
"285","cubo"
"286","desagradable"
"287","desecho"
"288","desperdicio"
"289","detestar"
"290","enfermo"
"291","expirado"
"292","falta"
"293","flavoriso"
"294","hacer"
"295","importar"
"296","lanzar"
"297","lata"
"298","lleno"
"299","maloliente"
"300","nariz"
"301","negro"
"302","olor"
"303","peligroso"
"304","reciclar"
"305","residuar"
"306","residuo"
"307","tener"
"308","tirar"
"309","trasto"
"310","usado"
"311","vaciio"
"312","vertido"
"313","agosto"
"314","amarillo"
"315","arena"
"316","buen"
"317","cafee"
"318","caliente"
"319","domingo"
"320","ejercicio"
"321","esfuerzo"
"322","fiebre"
"323","filtro"
"324","horno"
"325","huevo"
"326","huumedo"
"327","julio"
"328","mosquito"
"329","naturaleza"
"330","neutral"
"331","ninna"
"332","oceeano"
"333","pastel"
"334","piscina"
"335","planta"
"336","protector"
"337","rojo"
"338","soleado"
"339","sudor"
"340","sudoroso"
"341","te"
"342","verde"
"343","viento"
"344","acostar"
"345","almohada"
"346","bienestar"
"347","blando"
"348","calor"
"349","camiseta"
"350","cansado"
"351","como"
"352","compannero"
"353","coomodo"
"354","descansar"
"355","despertar"
"356","dormir"
"357","estas"
"358","hoja"
"359","jean"
"360","laampara"
"361","manta"
"362","maquillaje"
"363","noche"
"364","ocho"
"365","ojo"
"366","saabana"
"367","siesta"
"368","sofaa"
"369","vestido"
"370","vestidor"
"371","algodoon"
"372","armario"
"373","azul"
"374","blusa"
"375","cabjo"
"376","calcetiin"
"377","chaqueta"
"378","chico"
"379","color"
"380","corbata"
"381","corto"
"382","cubrir"
"383","estrecho"
"384","falda"
"385","graafico"
"386","pantaloon"
"387","pijama"
"388","suedo"
"389","sueeter"
"390","tamano"
"391","vestir"
"392","zapato"
"393","amaro"
"394","botoon"
"395","cima"
"396","informal"
"397","jersey"
"398","llevar"
"399","manga"
"400","moda"
"401","objeto"
"402","pascua"
"403","pequenno"
"404","polera"
"405","poner"
"406","raya"
"407","romper"
"408","rosado"
"409","taller"
"410","atleetico"
"411","bate"
"412","beeisbol"
"413","competencia"
"414","contienda"
"415","copa"
"416","defensa"
"417","derecho"
"418","desafiio"
"419","estadio"
"420","fuego"
"421","ganador"
"422","laagrima"
"423","maas suelta"
"424","medalla"
"425","ninno"
"426","perder"
"427","primer lugar"
"428","torneo"
"429","trofeo"
"430","victorioso"
"431","almorzar"
"432","animal"
"433","asado"
"434","beber"
"435","bistec"
"436","burrito"
"437","camaroon"
"438","cena"
"439","cerdo"
"440","cordero"
"441","estufa"
"442","filete"
"443","jamoon"
"444","langosta"
"445","lechuga"
"446","parrilla"
"447","pavo"
"448","pescado"
"449","pez"
"450","pollo"
"451","queso"
"452","res"
"453","sangre"
"454","taco"
"455","tocino"
"456","vaca"
"457","variedad"
"458","verdura"
"459","bailar"
"460","billete"
"461","boca"
"462","bolso"
"463","calle"
"464","carta"
"465","cartera"
"466","collar"
"467","creedito"
"468","disney"
"469","doolar"
"470","expensivo"
"471","faltar"
"472","gastar"
"473","joyeriia"
"474","lamborghini"
"475","mansioon"
"476","mejilla"
"477","montar"
"478","muusica"
"479","nuevo"
"480","oro"
"481","plata"
"482","reloj"
"483","rico"
"484","tacanno"
"485","tarjeta"
"486","universidad"
"487","valor"
"488","adulto"
"489","alcohol"
"490","bar"
"491","bebida"
"492","borracho"
"493","carbonatacioon"
"494","cenar"
"495","chela"
"496","contento"
"497","corona"
"498","cuchara"
"499","cuchillo"
"500","delicioso"
"501","dulce"
"502","fiesta"
"503","fruta"
"504","leche"
"505","levadura"
"506","limonada"
"507","mantel"
"508","marroon"
"509","pan"
"510","pesado"
"511","pizza"
"512","pub"
"513","refresco"
"514","social"
"515","taza"
"516","trago"
"517","veintiuno"
"518","vidrio"
"519","vino"
"520","almuerzo"
"521","caalido"
"522","carne"
"523","cine"
"524","desayuno"
"525","freiir"
"526","hornear"
"527","ingrediente"
"528","maceta"
"529","manzana"
"530","mesa"
"531","microondas"
"532","preparar"
"533","refrigerador"
"534","sal"
"535","sienten"
"536","arte"
"537","artista"
"538","caamara"
"539","cepillo"
"540","cinco"
"541","creativo"
"542","cuadrado"
"543","cuatro"
"544","decoracioon"
"545","dibujar"
"546","dos"
"547","estampa"
"548","flor"
"549","foto"
"550","fotografiar"
"551","fotografiia"
"552","hermoso"
"553","imagen"
"554","laapiz"
"555","marco"
"556","memoria"
"557","mural"
"558","pared"
"559","personaje"
"560","pintar"
"561","pintor"
"562","pintura"
"563","profesional"
"564","retrato"
"565","seis"
"566","talentoso"
"567","teleefono"
"568","tomar"
"569","tres"
"570","uno"
"571","visioon"
"572","arroz"
"573","banco"
"574","ceentimo"
"575","costoso"
"576","divisa"
"577","efectivo"
"578","factura"
"579","finanza"
"580","gente"
"581","helado"
"582","importante"
"583","joya"
"584","mano"
"585","necesario"
"586","pago"
"587","poder"
"588","querer"
"589","vegetal"
"590","vender"
"591","accidente"
"592","agravio"
"593","ambulancia"
"594","ay"
"595","cabeza"
"596","caer"
"597","cara"
"598","corazoon"
"599","cuerpo"
"600","danno"
"601","de"
"602","deber"
"603","doctor"
"604","doler"
"605","dolor"
"606","doloroso"
"607","duelo"
"608","espalda"
"609","estoomago"
"610","farmacia"
"611","fracturado"
"612","garganta"
"613","gripe"
"614","gritar"
"615","herida"
"616","herido"
"617","herir"
"618","hielo"
"619","hospital"
"620","hueso"
"621","infierno"
"622","inyeccioon"
"623","medicamento"
"624","medicina"
"625","pena"
"626","pie"
"627","pierna"
"628","roto"
"629","traagico"
"630","triste"
"631","aspirina"
"632","enfermar"
"633","enfermeriia"
"634","enfermero"
"635","hospitalizado"
"636","mujer"
"637","pastilla"
"638","sopa"
"639","termoometro"
"640","tos"
"641","alinno"
"642","cebolla"
"643","dieta"
"644","fresa"
"645","jardiin"
"646","pepino"
"647","pimienta"
"648","salsa"
"649","saludable"
"650","sano"
"651","tomate"
"652","zanahoria"
"653","baasquetbol"
"654","bol"
"655","domador"
"656","entrada"
"657","entrenar"
"658","estirar"
"659","fiisica"
"660","gimnasia"
"661","gimnasio"
"662","gimnasta"
"663","golf"
"664","levantar"
"665","libro"
"666","necesitar"
"667","personal"
"668","pesa"
"669","practicar"
"670","preparador"
"671","trabajador"
"672","amable"
"673","autorretrato"
"674","cabello"
"675","conjunto"
"676","diente"
"677","escalera"
"678","inodoro"
"679","luz"
"680","maquillar"
"681","me"
"682","mirar"
"683","muro"
"684","pelo"
"685","reflexion"
"686","reflexioon"
"687","tamanno"
"688","yo"
"689","bufanda"
"690","chica"
"691","elegante"
"692","ella"
"693","largo"
"694","lindo"
"695","mercado"
"696","munneca"
"697","saya"
"698","vuelta"
"699","abrigo"
"700","afuera"
"701","camiendo"
"702","clima"
"703","computar"
"704","diciembre"
"705","glacial"
"706","gris"
"707","invierno"
"708","lluvia"
"709","montanna"
"710","mul"
"711","navidad"
"712","nieve"
"713","nube"
"714","pala"
"715","papa"
"716","pensilvania"
"717","temperatura"
"718","terrible"
"719","actividad"
"720","atleta"
"721","caminar"
"722","equipaje"
"723","gol"
"724","nadar"
"725","participante"
"726","tenis"
"727","trompeta"
"728","videojuego"
"729","vooleibol"
"730","aburrido"
"731","colada"
"732","detergente"
"733","doblar"
"734","eleectrico"
"735","jaboon"
"736","limpiador"
"737","limpieza"
"738","mojado"
"739","refrescar"
"740","rose"
"741","secador"
"742","secadora"
"743","secar"
"744","sistema"
"745","bannar"
"746","champuu"
"747","duchar"
"748","lavadora"
"749","mi"
"750","mopa"
"751","perro"
"752","aroma"
"753","arreglado"
"754","bota"
"755","decir"
"756","laborador"
"757","lavavajillas"
"758","planchar"
"759","reformar"
"760","atmoosfera"
"761","charco"
"762","descendiente"
"763","en"
"764","impermeable"
"765","lago"
"766","llamar"
"767","llegar"
"768","llover"
"769","mayo"
"770","nevar"
"771","paraguas"
"772","repugnante"
"773","ruido"
"774","tormenta"
"775","tranquilo"
"776","vivo"
"777","disennador"
"778","doce"
"779","empacar"
"780","envase"
"781","la"
"782","mochila"
"783","mundo"
"784","once"
"785","suelto"
"786","trece"
"787","vamos"
"788","abrir"
"789","autobuus"
"790","bicicleta"
"791","cambiar"
"792","carretera"
"793","conclusioon"
"794","conducir"
"795","cubir"
"796","cuidar"
"797","diapositiva"
"798","final"
"799","fuerza"
"800","funcionar"
"801","jarra"
"802","mantear"
"803","mantener"
"804","mantequilla"
"805","ocupar"
"806","situacioon"
"807","sujecioon"
"808","usar"
"809","utilizar"
"810","verbo"
"811","vida"
"812","caancer"
"813","carrera"
"814","consultorio"
"815","covid"
"816","curador"
"817","lesioon"
"818","tratamiento"
"819","bastoon"
"820","cana"
"821","cura"
"822","enyesado"
"823","febrero"
"824","marzo"
"825","piel"
"826","radiografiia"
"827","recordar"
"828","tobillo"
"829","velocidad"
"830","yeso"
"831","bello"
"832","enero"
"833","guante"
"834","nevada"
"835","norte"
"836","tiimido"
"837","trineo"
"838","amario"
"839","calzoncillo"
"840","corte"
"841","gafas"
"842","gafas de sol"
"843","gallo"
"844","jeans"
"845","planchado"
"846","sandalia"
"847","shorts"
"848","sudadera"
"849","vaqueros"
"850","aarbitro"
"851","cerveza"
"852","cumpleannos"
"853","discoteca"
"854","divertir"
"855","encuentro"
"856","globo"
"857","novio"
"858","parque"
"859","pelea"
"860","pinnata"
"861","regalo"
"862","baloon"
"863","bola"
"864","ciirculo"
"865","fuera"
"866","juguete"
"867","juntos"
"868","morado"
"869","mosca"
"870","redondo"
"871","arruga"
"872","gravar"
"873","hierro"
"874","junta"
"875","lavador"
"876","liso"
"877","metal"
"878","plan"
"879","plantar"
"880","prensa"
"881","vapor"
"882","ave"
"883","mar"
"884","marino"
"885","meexico"
"886","oceano"
"887","san"
"888","toalla"
"889","tocar"
"890","traje de banno"
"891","cocinero"
"892","costilla"
"893","galleta"
"894","gallina"
"895","granja"
"896","hacienda"
"897","hambre"
"898","hamburguesa"
"899","legumbre"
"900","nutriente"
"901","proteiina"
"902","rosa"
"903","azuucar"
"904","chocolate"
"905","crema"
"906","mmm"
"907","sabroso"
"908","silk"
"909","sucre"
"910","tarta"
"911","torta"
"912","brazo"
"913","ciencia"
"914","destello"
"915","electroonico"
"916","enfermedad"
"917","escanear"
"918","examen"
"919","fractura"
"920","moderna"
"921","oiir"
"922","onda"
"923","radiacioon"
"924","radio"
"925","tele"
"926","ahorrar"
"927","baja"
"928","diminuto"
"929","disminucioon"
"930","incrementar"
"931","matemaatica"
"932","naranja"
"933","planeta"
"934","poco"
"935","reduccioon"
"936","cafeteriia"
"937","coca"
"938","cola"
"939","enfriamiento"
"940","gasolinera"
"941","honorario"
"942","jugo"
"943","refrigerio"
"944","soda"
"945","vaso"
"946","aafrica"
"947","casado"
"948","conocer"
"949","lunes"
"950","mieercoles"
"951","nombre"
"952","pluma"
"953","seda"
"954","suave"
"955","adelgazar"
"956","beneefico"
"957","ensalada"
"958","gato"
"959","aire libre"
"960","brillante"
"961","brillo"
"962","espacio"
"963","hermano"
"964","luna"
"965","padre"
"966","solar"
"967","todo"
"968","accesorio"
"969","barro"
"970","casco"
"971","colorido"
"972","esconder"
"973","frito"
"974","gorra"
"975","gorro"
"976","mariachi"
"977","mexicano"
"978","traje"
"979","cajera"
"980","centro comercial"
"981","comestible"
"982","edificio"
"983","heladeriia"
"984","mall"
"985","supermercado"
"986","tender"
"987","walmart"
"988","zapateriia"
"989","acabar"
"990","camello"
"991","cliente"
"992","comerciante"
"993","conveniencia"
"994","darse la vida"
"995","despistado"
"996","hablar"
"997","mercader"
"998","negocio"
"999","producto"
"1000","boda"
"1001","evento"
"1002","formal"
"1003","lujoso"
"1004","ocasioon"
"1005","profesor"
"1006","ropaje"
"1007","tacoon"
"1008","brisa"
"1009","catorce"
"1010","cometa"
"1011","corriente"
"1012","diez"
"1013","miedo"
"1014","montana"
"1015","nublar"
"1016","otono"
"1017","quartirce"
"1018","raafaga"
"1019","soplar"
"1020","treinta"
"1021","veinte"
"1022","ventisca"
"1023","ventoso"
